wp_product_id,wp_product_name,proposed_slug,source_of_slug,confidence,status,notes
34926,"American Certified Sustainable and Circular Supply Chain Professional (AC-CSCSP)®(Non-Members)",american-certified-sustainable-and-circular-supply-chain-professional-ac-cscsp-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
34927,"AAPSCM® Training Virtual - American Certified Sustainable and Circular Supply Chain Professional (AC-CSCSP)®",aapscm-training-virtual-american-certified-sustainable-and-circular-supply-chain-professional-ac-cscsp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35070,"American Certified Supply Chain Digital Transformation Manager (AC-SCDTM)®",american-certified-supply-chain-digital-transformation-manager-ac-scdtm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35072,"American Certified Supply Chain Digital Transformation Manager (AC-SCDTM)® (Members)",american-certified-supply-chain-digital-transformation-manager-ac-scdtm-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
35074,"American Certified Supply Chain Digital Transformation Manager (AC-SCDTM)® (Non-Members)",american-certified-supply-chain-digital-transformation-manager-ac-scdtm-non-members,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
35075,"AAPSCM® Training Virtual - American Certified Supply Chain Digital Transformation Manager (AC-SCDTM)®",aapscm-training-virtual-american-certified-supply-chain-digital-transformation-manager-ac-scdtm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35315,"Specialist Fellow Membership",specialist-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35332,"Professional Fellow Membership",professional-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35341,"Academic Fellow Membership",academic-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35368,"Corporate Fellow Membership",corporate-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35392,"Emerging Leader Fellow Membership",emerging-leader-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35419,"International Fellow Membership",international-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
35458,"Grand Fellow Membership",grand-fellow-membership,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
36822,"Renewal and New Certificate Fee",renewal-and-new-certificate-fee,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
37207,"Annual Membership Renewal Fee",professional-membership-renewal,database/seeders/CommerceConfirmedProductsSeeder.php:source_id,high,confirmed,"Confirmed implemented Laravel product slug; source_id preserved in CommerceConfirmedProductsSeeder."
37874,"Artificial Intelligence (AI) courses (Self-Paced Training, Course Material and Exam)",self-paced-training-course-material-and-tests-bank,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
37876,"Instructor-Led Training-Artificial Intelligence (AI) courses",instructor-led-training,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
38096,"AAPSCM® Chicago, IL Chapter",aapscm-chicago-il-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38098,"AAPSCM® Atlanta, GA Chapter",aapscm-atlanta-ga-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38103,"AAPSCM® Baltimore, MD Chapter",aapscm-baltimore-md-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38108,"AAPSCM® Columbia, SC Chapter",aapscm-columbia-sc-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38113,"AAPSCM® Spartanburg, SC Chapter",aapscm-spartanburg-sc-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38119,"AAPSCM® Dallas, TX Chapter",aapscm-dallas-tx-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38124,"AAPSCM® Rockford, IL Chapter",aapscm-rockford-il-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38135,"AAPSCM® Boston, MA Chapter",aapscm-boston-ma-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
38137,"AAPSCM® New York City, NY Chapter",aapscm-new-york-city-ny-chapter,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,needs_review,"Existing WordPress product slug candidate only; not confirmed as Laravel canonical slug."
42562,"Chartered AI Procurement Strategist (CAIPS)®",chartered-ai-procurement-strategist-caips,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42568,"Instructor-Led Training-Chartered AI Procurement Strategist (CAIPS)®",instructor-led-training-chartered-ai-procurement-strategist-caips,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42573,"Chartered AI Supply Chain Analyst (CAISCA)®",chartered-ai-supply-chain-analyst-caisca,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42576,"Instructor Led Training- Chartered AI Supply Chain Analyst (CAISCA)®",instructor-led-training-chartered-ai-supply-chain-analyst-caisca,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42584,"Chartered AI & RPA Procurement Professional (CAIRPP)®",chartered-ai-rpa-procurement-professional-cairpp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42587,"Instructor Led Training-Chartered AI & RPA Procurement Professional (CAIRPP)®",instructor-led-training-chartered-ai-rpa-procurement-professional-cairpp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42596,"Chartered Sustainable Procurement & ESG AI Manager (CSPEAI)®",chartered-sustainable-procurement-esg-ai-manager-cspeai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42599,"Instructor Led Training-Chartered Sustainable Procurement & ESG AI Manager (CSPEAI)®",instructor-led-training-chartered-sustainable-procurement-esg-ai-manager-cspeai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42607,"Chartered AI Supplier Negotiation & Risk Manager (CAISNRM)®",chartered-ai-supplier-negotiation-risk-manager-caisnrm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42610,"Instructor Led Training- Chartered AI Supplier Negotiation & Risk Manager (CAISNRM)®",instructor-led-training-chartered-ai-supplier-negotiation-risk-manager-caisnrm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42618,"American Certified AI Procurement Fraud & Cybersecurity Manager (CAIPFCM)®",american-certified-ai-procurement-fraud-cybersecurity-manager-caipfcm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42621,"Instructor Led Training- American Certified AI Procurement Fraud & Cybersecurity Manager (CAIPFCM)®",instructor-led-training-american-certified-ai-procurement-fraud-cybersecurity-manager-caipfcm,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42626,"Chartered Supply Chain Artificial Intelligence (CSAI)®",chartered-supply-chain-artificial-intelligence-csai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42629,"Instructor Led Training- Chartered Supply Chain Artificial Intelligence (CSAI)®",instructor-led-training-chartered-supply-chain-artificial-intelligence-csai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42634,"American Certified AI Supply Chain Resilience & Crisis Manager (AC-AISCRC)®",american-certified-ai-supply-chain-resilience-crisis-manager-ac-aiscrc,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42637,"Instructor Led Training- American Certified AI Supply Chain Resilience & Crisis Manager (AC-AISCRC)®",instructor-led-training-american-certified-ai-supply-chain-resilience-crisis-manager-ac-aiscrc,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42642,"American Certified AI & Blockchain Procurement Professional (AC-AIBPP)®",american-certified-ai-blockchain-procurement-professional-ac-aibpp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42645,"Instructor Led Training- American Certified AI & Blockchain Procurement Professional (AC-AIBPP)®",instructor-led-training-american-certified-ai-blockchain-procurement-professional-ac-aibpp,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42650,"American Certified AI Procurement Demand & Forecasting Analyst (AC-AIPDFA)®",american-certified-ai-procurement-demand-forecasting-analyst-ac-aipdfa,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42653,"Instructor Led Training- American Certified AI Procurement Demand & Forecasting Analyst (AC-AIPDFA)®",instructor-led-training-american-certified-ai-procurement-demand-forecasting-analyst-ac-aipdfa,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42658,"American Certified AI Procurement Chatbot & Supplier Relations Professional (AC-AIPCSR)®",american-certified-ai-procurement-chatbot-supplier-relations-professional-ac-aipcsr,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
42661,"Instructor Led Training- American Certified AI Procurement Chatbot & Supplier Relations Professional (AC-AIPCSR)®",instructor-led-training-american-certified-ai-procurement-chatbot-supplier-relations-professional-ac-aipcsr,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
45215,"Instructor Led Training-Chartered Supply Chain Artificial Intelligence Manager (CSAI-M®)",instructor-led-training-chartered-supply-chain-artificial-intelligence-manager-csai-m,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
45217,"Chartered Supply Chain Artificial Intelligence Manager (CSAI-M®)",chartered-supply-chain-artificial-intelligence-manager-csai-m,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
45223,"Instructor Led Training-American Certified Supply Chain Artificial Intelligence (AI) Professional – AC-SCAI®",instructor-led-training-american-certified-supply-chain-artificial-intelligence-ai-professional-ac-scai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
45226,"American Certified Supply Chain Artificial Intelligence (AI) Professional – AC-SCAI®",american-certified-supply-chain-artificial-intelligence-ai-professional-ac-scai,database/docs/wp-commerce-mapping/products.csv:wp_slug,medium,approved,"Auto-approved by final controlled product review; no suspicious slug signals detected."
45467,"American Certified Global Procurement, Logistics & Supply Chain Professional (AC-GPLSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45471,"Chartered Strategic Procurement & Supply Chain Manager (CSP-SCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45475,"Advanced Certified Procurement, Logistics & Supply Chain Manager (AC-PLSCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45479,"American Certified Sustainable Procurement & Green Supply Chain Professional (AC-SPGSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45487,"American Certified Procurement, Logistics & Transportation Expert (AC-PLTE)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45491,"American Certified Agile Procurement & Supply Chain Professional (AC-APSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45495,"American Certified Risk & Compliance Professional in Procurement & Supply Chain (AC-RCPPSC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45499,"Executive Diploma in Procurement, Logistics & Supply Chain Leadership (EDPLSCL)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45503,"Instructor-led virtual training – Chartered Strategic Procurement & Supply Chain Manager (CSP-SCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45641,"American Certified Digital Supply Chain & Procurement Transformation Professional (AC-DSCPTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45858,"Certified AI-Powered Hospitality Experience Manager (A-HXM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45860,"AAPSCM® Training Virtual -Certified AI-Powered Hospitality Experience Manager (A-HXM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45862,"Certified AI-Enabled Travel Personalization & Digital Marketing Specialist (AITP-DMS)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45864,"AAPSCM® Training Virtual -Certified AI-Enabled Travel Personalization & Digital Marketing Specialist (AITP-DMS)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45866,"Certified Sustainable Hospitality Innovator (CSHI)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45868,"AAPSCM® Training Virtual -Certified Sustainable Hospitality Innovator (CSHI)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45870,"Certified Digital Tourism Experience Architect (CDTEA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45872,"AAPSCM® Training Virtual -Certified Digital Tourism Experience Architect (CDTEA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45874,"Certified Global Event & Destination Manager (GEDM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45876,"AAPSCM® Training Virtual - Certified Global Event & Destination Manager (GEDM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45878,"Certified Tourism Technology Professional (CTTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45880,"AAPSCM® Training Virtual -  Certified Tourism Technology Professional (CTTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45882,"Certified AI-Driven Tourism Data Analyst (AITA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45884,"AAPSCM® Training Virtual -  Certified AI-Driven Tourism Data Analyst (AITA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45886,"Certified Smart Destination Management Professional (SDMP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45888,"AAPSCM® Training Virtual -  Certified Smart Destination Management Professional (SDMP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45890,"Certified Digital Tourism Transformation Specialist (DTTS)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
45892,"AAPSCM® Training Virtual -  Certified Digital Tourism Transformation Specialist (DTTS)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46509,"Executive Diploma in AI-Driven Procurement Strategy & Transformation (ED-AIPST)®- Full Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46511,"Executive Diploma in AI-Driven Procurement Strategy & Transformation (ED-AIPST)®- Weekly Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46513,"Executive Diploma in AI-Based Strategic Sourcing & Negotiation Intelligence (ED-SSNI-AI)- Full Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46515,"Executive Diploma in AI-Based Strategic Sourcing & Negotiation Intelligence (ED-SSNI-AI)®- Weekly Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46517,"Executive Diploma in AI-Integrated Contract Management & Automation (ED-CMAAI)®-Full Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46519,"Executive Diploma in AI-Integrated Contract Management & Automation (ED-CMAAI)®- Weekly Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46521,"Executive Diploma in AI-Powered Supplier Risk, Compliance & ESG Management (ED-SRCEAI)®- Full Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46523,"Executive Diploma in AI-Powered Supplier Risk, Compliance & ESG Management (ED-SRCEAI)- Weekly Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46525,"Executive Diploma in AI-Driven Procurement Operations & Automation (ED-POAAI)® – Full Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
46527,"Executive Diploma in AI-Driven Procurement Operations & Automation (ED-POAAI)® – Weekly Payment",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
47912,"Self-Paced Online Learning- Certified International Manager in Warehouse Inventory Management (CIMWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
47917,"In-seat or Hyperflex Training - Certified International Manager in Warehouse Inventory Management (CIMWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
47927,"AAPSCM® Training Virtual -Certified International Manager in Warehouse Inventory Management (CIMWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
48189,"Self-Paced Online Learning- Certified International Professional in Warehouse Inventory Management (CIPWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
48193,"In-seat or Hyperflex Training - Certified International Professional in Warehouse Inventory Management (CIPWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
48195,"AAPSCM® Training Virtual -In-seat or Hyperflex Training - Certified International Professional in Warehouse Inventory Management (CIPWIM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67707,"Self-Paced Online Learning- Certified International Professional in Procurement & Materials Management (CIPPM®)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67714,"In-seat or Hyperflex Training - Certified International Professional in Procurement & Materials Management (CIPPM®)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67727,"AAPSCM® Training Virtual  - Certified International Professional in Procurement & Materials Management (CIPPM®)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67843,"Self-Paced Online Learning- Certified International Manager in Procurement & Materials Management (CIMPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67855,"In-seat or Hyperflex Training - Certified International Manager in Procurement & Materials Management (CIMPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
67888,"AAPSCM® Training Virtual  - Certified International Manager in Procurement & Materials Management (CIMPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101272,"AAPSCM® Training Virtual  - American Certified Supply Chain Artificial Intelligence (AI) Professional – AC-SCAI®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101286,"AAPSCM® Training Virtual  - Chartered Supply Chain Artificial Intelligence Manager (CSAI-M®)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101296,"AAPSCM® Training Virtual  - Chartered AI Procurement Strategist (CAIPS)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101307,"AAPSCM® Training Virtual  - Chartered AI Supply Chain Analyst (CAISCA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101318,"AAPSCM® Training Virtual  - Chartered AI & RPA Procurement Professional (CAIRPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101332,"AAPSCM® Training Virtual  - Chartered Sustainable Procurement & ESG AI Manager (CSPEAI)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101342,"AAPSCM® Training Virtual  - Chartered AI Supplier Negotiation & Risk Manager (CAISNRM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101357,"AAPSCM® Training Virtual  - American Certified AI Procurement Fraud & Cybersecurity Manager (CAIPFCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101367,"AAPSCM® Training Virtual  -Chartered Supply Chain Artificial Intelligence (CSAI)®Analyst",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101379,"AAPSCM® Training Virtual  - American Certified AI Supply Chain Resilience & Crisis Manager (AC-AISCRC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101389,"AAPSCM® Training Virtual  - American Certified AI & Blockchain Procurement Professional (AC-AIBPP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101399,"AAPSCM® Training Virtual  - American Certified AI Procurement Demand & Forecasting Analyst (AC-AIPDFA)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101409,"AAPSCM® Training Virtual  - American Certified AI Procurement Chatbot & Supplier Relations Professional (AC-AIPCSR)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101423,"AAPSCM® Training Virtual  -  Chartered AI-Driven Sustainable Procurement Manager (CAI-SPM)®)",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101429,"AAPSCM® Training Virtual  -  American Certified Global Procurement, Logistics & Supply Chain Professional (AC-GPLSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101434,"AAPSCM® Training Virtual  -  Chartered Strategic Procurement & Supply Chain Manager (CSP-SCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101442,"AAPSCM® Training Virtual  -  Advanced Certified Procurement, Logistics & Supply Chain Manager (AC-PLSCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101447,"AAPSCM® Training Virtual  -   American Certified Sustainable Procurement & Green Supply Chain Professional (AC-SPGSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101452,"AAPSCM® Training Virtual  -   American Certified Digital Supply Chain & Procurement Transformation Professional (AC-DSCPTP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101457,"AAPSCM® Training Virtual  -  American Certified Procurement, Logistics & Transportation Expert (AC-PLTE)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101462,"AAPSCM® Training Virtual  -  American Certified Agile Procurement & Supply Chain Professional (AC-APSCP)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101472,"AAPSCM® Training Virtual  -  American Certified Risk & Compliance Professional in Procurement & Supply Chain (AC-RCPPSC)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101478,"AAPSCM® Training Virtual  -  Executive Diploma in Procurement, Logistics & Supply Chain Leadership (EDPLSCL)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101590,"Self-Paced Online Learning- American Certified Supply Chain Cybersecurity Manager (AC-SCCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101599,"In-seat or Hyperflex Training –  American Certified Supply Chain Cybersecurity Manager (AC-SCCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101605,"AAPSCM® Training Virtual  -  American Certified Supply Chain Cybersecurity Manager (AC-SCCM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101622,"Self-Paced Online Learning- American Certified Global Supply Chain Risk and Resilience Manager (AC-GSRM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101624,"In-seat or Hyperflex Training –  American Certified Global Supply Chain Risk and Resilience Manager (AC-GSRM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101626,"AAPSCM® Training Virtual  -  American Certified Global Supply Chain Risk and Resilience Manager (AC-GSRM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101628,"Self-Paced Online Learning- Chartered AI Procurement Manager (CAIPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101630,"In-seat or Hyperflex Training –  Self-Paced Online Learning- Chartered AI Procurement Manager (CAIPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101632,"AAPSCM® Training Virtual  -  Chartered AI Procurement Manager (CAIPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101634,"Self-Paced Online Learning- Certified AI & RPA Procurement Manager (CAIRPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101636,"In-seat or Hyperflex Training –  Certified AI & RPA Procurement Manager (CAIRPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101638,"AAPSCM® Training Virtual  -  Certified AI & RPA Procurement Manager (CAIRPM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101640,"Self-Paced Online Learning- Certified AI-Enabled Travel Personalization & Digital Marketing Manager (AITP-DMM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
101642,"In-seat or Hyperflex Training –  Certified AI-Enabled Travel Personalization & Digital Marketing Manager (AITP-DMM)®",,,low,needs_review,"No existing product slug source found for this WooCommerce export row; requires manual SEO review before import."
